StudyNo,AgeGroup,PrimeInstruction,ExperimentName,Subject,Procedure,Trial,Both,Neither,Phonological,Semantic,Prime,PrimeCondition,Question.RESP,State.RT,FreeResp,FreeResp.RT,Accuracy,FreeRespPrimeIntrusion,Target,MCCorrect,McResp,McAcc,McRT,a,b,c,d,e,McActualResp,WhichPrime,ToEliminate,Word1,Word2,Word3,Word4,Word5,Word6,Word7,Word8,Word9,Word10,Word11,Word12,Word13,Word14,Word15,Word16,Word17,Word18,Word19,Word20,Word21,Word22
5,Young,NotThePrime,tot not the prime,179,ExpProc3,18,typhoon,grow,turmeric,hurricane,HURRICANE,R,1,527,tsunami,2134,1,0,tsunami,a,a,1,3165,tsunami,turmeric,hurricane,typhoon,grow,tsunami,X,0,The,proper,name,for,a,"tidal	wave",,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,19,Driscoll,chew,deed,Gable,CHEW,U,4,6883,ford,1552,0,0,Dean,a,a,1,2539,Dean,deed,Gable,Driscoll,chew,Dean,X,0,Last,name,of,American,actor,known,for,his,role,in,Rebel,Without,A,Cause,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,20,disclaim,wrap,difficult,surrender,WRAP,U,4,3328,,1494,0,0,default,e,e,1,7955,wrap,disclaim,difficult,surrender,default,default,X,0,To,fail,to,"act,",to,"pay,",or,to,appear,for,judgment,in,court,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,21,erratic,wrestle,ecstatic,bizarre,WRESTLE,U,2,1951,,1252,0,0,eccentric,c,c,1,2682,bizarre,wrestle,eccentric,ecstatic,erratic,eccentric,X,0,Unconventional,and,slightly,strange;,deviating,from,an,established,or,usual,pattern,or,style,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,22,Sundsvall,cleat,stockbroker,Copenhagen,COPENHAGEN,R,2,1881,,3521,0,0,Stockholm,e,e,1,2849,cleat,Sundsvall,stockbroker,Copenhagen,Stockholm,Stockholm,X,0,Capital,of,Sweden,,,,,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,23,Quinn,lawn,quake,Mondale,MONDALE,R,3,7874,Quail,3188,0,0,Quayle,c,c,1,4544,Mondale,lawn,Quayle,quake,Quinn,Quayle,X,1,Last,name,of,vice,president,of,George,H.W.,Bush,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,24,Dubai,print,darken,Rwanda,PRINT,U,1,266,Darfur,4656,1,0,Darfur,a,a,1,993,Darfur,darken,Rwanda,Dubai,print,Darfur,X,0,Region,in,Sudan,where,guerilla,conflict,and,possibly,genocide,began,in,2003,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,25,promiscuous,gem,polygon,marriage,MARRIAGE,R,1,220,polygamy,2116,1,0,polygamy,b,b,1,1388,polygon,polygamy,promiscuous,gem,marriage,polygamy,X,0,The,practice,of,having,more,than,one,spouse,at,the,same,time,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,26,Bangalore,cap,banister,Laos,BANGALORE,B,1,818,Bangkok,11222,1,0,Bangkok,d,d,1,2071,Bangalore,Laos,cap,Bangkok,banister,Bangkok,X,0,Capital,of,Thailand,,,,,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,27,iniquitous,key,injured,thoughtless,INJURED,P,2,3098,,991,0,0,injudicious,d,b,0,3246,iniquitous,thoughtless,key,injudicious,injured,thoughtless,R,1,Showing,poor,judgment;,unwise,,,,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,28,placebo,hype,panda,remedy,REMEDY,R,3,3363,ailment,1568,0,0,panacea,a,c,0,11018,panacea,panda,remedy,placebo,hype,remedy,R,0,A,medicine,which,can,cure,any,illness,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,29,bland,judge,banter,ordinary,BLAND,B,2,428,,2117,0,0,banal,d,b,0,4621,bland,ordinary,judge,banal,banter,ordinary,R,0,Obvious,or,trite;,commonplace,,,,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,30,fortunate,lapse,forsee,haphazard,LAPSE,U,2,1908,,2939,0,0,fortuitous,e,b,0,4662,lapse,fortunate,forsee,haphazard,fortuitous,fortunate,B,0,Happening,by,a,lucky,chance,or,by,accident,rather,than,by,design,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,31,advantageous,bottle,austere,favorable,ADVANTAGEOUS,B,3,2347,fortunate,1971,0,0,auspicious,b,b,1,1927,austere,auspicious,advantageous,bottle,favorable,auspicious,X,0,Showing,or,suggesting,that,future,success,is,likely,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,32,heave,shade,hot,dredge,HOT,P,3,4239,lift,1198,0,0,hoist,d,d,1,3333,heave,dredge,shade,hoist,hot,hoist,X,0,To,raise,into,position,by,means,of,a,pulley,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,33,acronym,chute,analytic,puzzle,ACRONYM,B,2,1398,,1062,0,0,anagram,b,b,1,4041,analytic,anagram,acronym,chute,puzzle,anagram,X,0,Word,made,by,changing,the,order,of,letters,in,another,word;,e.g.,"plum,",lump,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,34,epidemiology,night,emblematic,neonatology,NIGHT,U,3,4146,prenatal,2180,0,0,embryology,c,a,0,6266,neonatology,night,embryology,emblematic,epidemiology,neonatology,R,0,The,study,of,the,developing,fetus,before,birth,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,35,demonize,rhino,denizen,belittle,RHINO,U,3,8224,chastise,2799,0,0,denigrate,b,e,0,6512,denizen,denigrate,demonize,rhino,belittle,belittle,R,0,To,criticize,unfairly;,to,attack,the,reputation,of,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,36,allotment,screen,allergen,distribution,ALLOTMENT,B,2,510,,6148,0,0,allocation,a,d,0,4194,allocation,allergen,distribution,allotment,screen,allotment,B,0,Portion,set,aside,for,a,specific,purpose,or,to,particular,persons,or,things,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,37,bilateral,youth,biannual,equation,BILATERAL,B,1,528,polynomial,2277,0,0,binomial,e,e,1,5783,youth,bilateral,biannual,equation,binomial,binomial,X,0,A,mathematical,expression,consisting,of,two,terms,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,38,literate,candle,locket,verbose,LOCKET,P,3,3711,,5408,0,0,loquacious,e,d,0,4063,candle,literate,locket,verbose,loquacious,verbose,R,0,Tending,to,talk,much,or,freely;,chatty,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,39,gelding,beard,goblin,puppy,BEARD,U,2,1287,,1843,0,0,gosling,c,c,1,2532,puppy,beard,gosling,goblin,gelding,gosling,X,0,A,young,goose,,,,,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,40,terse,debt,tassle,withdrawn,WITHDRAWN,R,1,1495,introverted,1860,0,0,taciturn,a,c,0,4524,taciturn,tassle,withdrawn,terse,debt,withdrawn,R,0,Saying,"little,","reserved,",uncommunicative,,,,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,41,mash,king,mice,cleave,MICE,P,1,1091,mince,3253,1,0,mince,d,d,1,1670,mash,cleave,king,mince,mice,mince,X,0,To,cut,or,chop,food,into,very,small,pieces,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,42,avoid,dove,absolve,refuse,AVOID,B,2,1189,,829,0,0,abstain,a,a,1,2929,abstain,absolve,refuse,avoid,dove,abstain,X,0,To,refrain,deliberately,and,often,with,an,effort,of,self-denial,from,an,action,or,practice,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,43,bargain,light,bark,tariff,BARGAIN,B,3,1531,barter,1319,1,0,barter,a,a,1,3073,barter,bark,tariff,bargain,light,barter,X,0,To,trade,by,exchanging,goods,for,other,goods,rather,than,money,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,44,Austen,truck,alchemy,Bronte,AUSTEN,B,3,4357,austin,1288,0,0,Alcott,b,b,1,3693,alchemy,Alcott,Austen,truck,Bronte,Alcott,X,0,Last,name,of,author,of,Little,Women,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,45,opaque,lazy,obstruct,esoteric,OBSTRUCT,P,3,2629,misconstrued,3595,0,0,obscure,c,c,1,5232,esoteric,lazy,obscure,obstruct,opaque,obscure,X,0,Not,readily,understood,or,clearly,expressed,,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,46,Hamilton,disc,handle,Jefferson,DISC,U,4,9861,jay,2268,0,0,Hancock,c,c,1,7894,Jefferson,disc,Hancock,handle,Hamilton,Hancock,X,0,Last,name,of,first,man,to,sign,the,Declaration,of,Independence,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,47,Alps,phone,android,Himalayas,ALPS,B,3,6961,,1867,0,0,Andes,c,c,1,2412,Himalayas,phone,Andes,android,Alps,Andes,X,0,South,America's,largest,mountain,range,,,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,48,Bolivar,plug,baklava,Franco,BOLIVAR,B,2,1505,,734,0,0,Batista,b,b,1,3148,baklava,Batista,Bolivar,plug,Franco,Batista,X,0,Cuban,president,overthrown,by,Castro,,,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,49,Pilsen,coin,prawn,Belgrade,BELGRADE,R,2,1987,,599,0,0,Prague,c,c,1,4082,Belgrade,coin,Prague,prawn,Pilsen,Prague,X,0,Capital,of,Czechoslovakia,,,,,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,50,Lindell,cash,linoleum,Earhart,LINOLEUM,P,1,1734,earhar,11923,0,0,Lindbergh,e,e,1,2841,cash,Lindell,linoleum,Earhart,Lindbergh,Lindbergh,X,0,Last,name,of,first,person,to,fly,solo,nonstop,across,Atlantic,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,51,illuminate,noise,elusive,clarify,NOISE,U,1,1225,elaborate,1750,0,0,elucidate,c,a,0,5348,clarify,noise,elucidate,elusive,illuminate,clarify,R,1,To,make,something,clear;,explain,in,detail,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,52,commitment,freeze,convenient,protocol,FREEZE,U,3,1755,covenent,2566,0,0,covenant,a,a,1,2974,covenant,convenient,protocol,commitment,freeze,covenant,X,0,A,promise,between,God,and,humans,,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,53,presentation,wake,propogate,recommendation,RECOMMENDATION,R,3,3079,,845,0,0,proposition,e,e,1,3136,wake,presentation,propogate,recommendation,proposition,proposition,X,0,Something,offered,for,consideration,or,acceptance,,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,54,frivolous,pawn,facilitate,sarcastic,PAWN,U,2,1818,,1700,0,0,facetious,e,e,1,2602,pawn,frivolous,facilitate,sarcastic,facetious,facetious,X,0,Treating,serious,issues,with,deliberately,inappropiate,humor,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,55,Norderstedt,image,neurosurgery,Berlin,NEUROSURGERY,P,1,3004,neuremburg,4341,0,0,Nuremberg,d,d,1,2545,Norderstedt,Berlin,image,Nuremberg,neurosurgery,Nuremberg,X,0,German,city,for,which,antisemitic,laws,were,named,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,56,Walker,neck,wake,Kent,KENT,R,1,737,wayne,1216,1,0,Wayne,d,d,1,1086,Walker,Kent,neck,Wayne,wake,Wayne,X,0,Last,name,of,Batman's,secret,identity,,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,57,Donne,tennis,dawn,Homer,TENNIS,U,1,3718,dante,2143,1,0,Dante,b,b,1,1957,dawn,Dante,Donne,tennis,Homer,Dante,X,0,Italian,poet,known,for,writing,"The	Inferno",,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,58,Christie,air,careless,Rowling,CHRISTIE,B,1,1373,carrol,1470,0,0,Carroll,b,b,1,1621,careless,Carroll,Christie,air,Rowling,Carroll,X,0,Last,name,of,author,of,Alice,in,Wonderland,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,59,Ontario,jump,otter,Toronto,TORONTO,R,4,4647,ottawa,3897,1,0,Ottawa,d,a,0,4356,Ontario,Toronto,jump,Ottawa,otter,Ontario,B,0,Capital,of,Canada,,,,,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,60,advance,plank,adverb,condone,ADVANCE,B,3,1950,,964,0,0,advocate,a,a,1,2452,advocate,adverb,condone,advance,plank,advocate,X,0,To,plead,the,cause,of,another;,to,support,or,promote,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,61,O'Donnell,train,okra,Ginsburg,OKRA,P,2,3385,,1662,0,0,O'Connor,c,c,1,4493,Ginsburg,train,O'Connor,okra,O'Donnell,O'Connor,X,0,Last,name,of,first,female,US,Supreme,Court,justice,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,62,omniscient,shrimp,omnivorous,endless,OMNIVOROUS,P,1,2552,omnipotent,2441,1,0,omnipotent,d,d,1,3245,omniscient,endless,shrimp,omnipotent,omnivorous,omnipotent,X,0,Having,unlimited,power;,able,to,do,anything,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,63,reiterate,shell,recalculate,outline,OUTLINE,R,1,280,reiterate,2886,0,0,recapitulate,d,a,0,1179,reiterate,outline,shell,recapitulate,recalculate,reiterate,B,1,Summarize,and,state,again,the,main,points,of,something,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,64,initiate,brush,instantiate,provoke,INSTANTIATE,P,3,3765,motivate,1796,0,0,instigate,e,e,1,5008,brush,initiate,instantiate,provoke,instigate,instigate,X,0,To,goad,or,push,forward;,to,incite,someone,to,do,"something,",especially,something,bad,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,65,Namibia,bump,narrate,Tripoli,NARRATE,P,2,2679,,732,0,0,Nairobi,c,c,1,5874,Tripoli,bump,Nairobi,narrate,Namibia,Nairobi,X,0,Capital,of,Kenya,,,,,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,66,presumptuous,work,pretending,gaudy,GAUDY,R,3,4414,gloat,5696,0,0,pretentious,c,c,1,3637,gaudy,work,pretentious,pretending,presumptuous,pretentious,X,0,Attempting,to,impress,by,affecting,greater,importance,or,talent,than,is,actually,possesssed,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,67,Clark,length,clap,Frazier,CLARK,B,2,511,,837,0,0,Clay,d,d,1,3080,Clark,Frazier,length,Clay,clap,Clay,X,0,Original,last,name,of,Muhammad,Ali,,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,68,delete,egg,depth,consume,EGG,U,2,3709,,1390,0,0,deplete,c,c,1,1855,consume,egg,deplete,depth,delete,deplete,X,0,To,empty,of,a,principal,substance;,to,exhaust,the,abundance,of,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,69,monogamy,jelly,monogram,invariability,MONOGRAM,P,1,1342,drone,1120,0,0,monotony,e,e,1,4633,jelly,monogamy,monogram,invariability,monotony,monotony,X,0,Tedious,sameness,of,tone,or,sound,,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,70,Wilson,ball,wattage,Doyle,DOYLE,R,1,278,watson,1357,1,0,Watson,d,d,1,1830,Wilson,Doyle,ball,Watson,wattage,Watson,X,0,Last,name,of,Sherlock,Holmes',assistant,and,friend,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,71,abandon,pink,abdomen,resign,ABANDON,B,3,2984,,8658,0,0,abdicate,c,c,1,1978,resign,pink,abdicate,abdomen,abandon,abdicate,X,0,To,formally,renounce,a,throne,,,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,72,algorithm,cat,abscess,slide rule,ALGORITHM,B,4,3413,abbacus,2145,0,0,abacus,e,e,1,3752,cat,algorithm,abscess,slide rule,abacus,abacus,X,0,Instrument,for,performing,calculations,by,sliding,beads,along,rods,or,grooves,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,73,Robertson,vowel,robbery,Ashe,ASHE,R,1,800,robinson,2261,1,0,Robinson,a,a,1,1135,Robinson,robbery,Ashe,Robertson,vowel,Robinson,X,0,Last,name,of,first,African,American,Major,League,Baseball,player,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,74,befuddle,glass,boardwalk,stupefy,BEFUDDLE,B,3,5108,confuse,2301,0,0,bewilder,a,c,0,2766,bewilder,boardwalk,stupefy,befuddle,glass,stupefy,R,0,To,cause,someone,to,become,perplexed,and,confused,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,75,Reeves,sweat,reverend,Adams,ADAMS,R,1,264,revere,1839,1,0,Revere,b,b,1,1664,reverend,Revere,Reeves,sweat,Adams,Revere,X,0,Last,name,of,American,revolutionary,known,for,his,midnight,ride,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,76,camoflauge,bagel,camelback,gecko,CAMOFLAUGE,B,1,235,chameleon,2506,1,0,chameleon,a,a,1,1141,chameleon,camelback,gecko,camoflauge,bagel,chameleon,X,0,A,small,lizard,with,skin,that,changes,color,to,match,its,surroundings,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,77,hibiscus,ill,harbinger,blossoming,HARBINGER,P,2,1220,,2074,0,0,herbaceous,a,d,0,3051,herbaceous,harbinger,blossoming,hibiscus,ill,hibiscus,B,0,Term,for,type,of,plant,without,woody,or,persistent,"stem,",whose,leaves,and,roots,are,often,used,for,"food,","medicine,",or,scent
5,Young,NotThePrime,tot not the prime,179,ExpProc3,78,diffidence,alarm,decadence,yielding,ALARM,U,2,2076,,1293,0,0,deference,b,c,0,7656,decadence,deference,diffidence,alarm,yielding,diffidence,B,0,Humble,submission,and,respect,,,,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,79,Gerhardt,happy,gestalt,Bernstein,HAPPY,U,2,1483,,736,0,0,Gershwin,b,e,0,2607,gestalt,Gershwin,Gerhardt,happy,Bernstein,Bernstein,R,0,Last,name,of,American,composer,most,known,for,Rhapsody,in,Blue,and,An,American,in,Paris,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,80,introduce,yellow,implement,mention,IMPLEMENT,P,2,3494,,1102,0,0,interject,b,b,1,2624,implement,interject,introduce,yellow,mention,interject,X,0,To,say,something,"abruptly,",especially,as,an,aside,or,interruption,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,81,litigate,uncle,label,perjury,LABEL,P,1,2545,libel,2210,1,0,libel,d,d,1,2023,litigate,perjury,uncle,libel,label,libel,X,0,The,illegal,act,of,writing,untrue,things,about,someone,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,82,obvious,milk,osteoporosis,flashy,OSTEOPOROSIS,P,2,2760,,489,0,0,ostentatious,e,e,1,3312,milk,obvious,osteoporosis,flashy,ostentatious,ostentatious,X,0,Characterized,by,vulgar,or,conspicuous,display,,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,83,Mendel,plunge,manila,Ghandi,MANILA,P,1,269,mandela,1900,1,0,Mandela,d,d,1,2867,Mendel,Ghandi,plunge,Mandela,manila,Mandela,X,0,Last,name,of,South,African,imprisoned,for,27,years,before,becoming,president,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,84,Carlisle,lock,carwash,Edison,CARLISLE,B,1,482,carver,1281,1,0,Carver,b,b,1,1549,carwash,Carver,Carlisle,lock,Edison,Carver,X,0,Last,name,of,man,credited,with,inventing,peanut,butter,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,85,Cunningham,point,cummerbund,Browning,POINT,U,2,1239,,636,0,0,Cummings,a,d,0,2862,Cummings,cummerbund,Browning,Cunningham,point,Cunningham,B,0,20th,century,American,poet,whose,trademark,was,using,only,lowercase,letters,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,86,Cordoba,mint,caravan,Bogota,CORDOBA,B,2,2663,,621,0,0,Caracas,a,a,1,2351,Caracas,caravan,Bogota,Cordoba,mint,Caracas,X,0,Capital,of,Venezuela,,,,,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,87,otolaryngology,bank,ornate,herpetology,ORNATE,P,3,2365,orthology,6732,0,0,ornithology,d,d,1,3134,otolaryngology,herpetology,bank,ornithology,ornate,ornithology,X,0,Branch,of,zoology,dealing,with,birds,,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,88,compatible,head,cognizant,matching,HEAD,U,2,1521,,349,0,0,congruent,d,d,1,2850,compatible,matching,head,congruent,cognizant,congruent,X,0,Identical,in,form;,coinciding,exactly,when,superimposed,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,89,feverish,duck,forever,devout,DUCK,U,2,1141,,517,0,0,fervent,c,c,1,3091,devout,duck,fervent,forever,feverish,fervent,X,0,Having,or,displaying,a,passionate,intensity,,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,90,applause,wood,acclimate,testimonial,APPLAUSE,B,3,1771,laude,1614,0,0,accolade,a,a,1,3576,accolade,acclimate,testimonial,applause,wood,accolade,X,0,A,ceremonial,embrace;,an,award,or,expression,of,praise,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,91,Cairo,banner,castle,Rabat,CAIRO,B,2,5162,,642,0,0,Casablanca,c,c,1,2660,Rabat,banner,Casablanca,castle,Cairo,Casablanca,X,0,Capital,of,Morocco,and,famous,movie,title,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,92,abnormality,view,anaerobic,misplacement,ABNORMALITY,B,2,1048,,708,0,0,anachronism,a,a,1,4532,anachronism,anaerobic,misplacement,abnormality,view,anachronism,X,0,Something,out,of,keeping,with,the,time,in,which,it,exists,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,93,Hyde,igloo,hall,Salomon,IGLOO,U,1,930,kennedy,1161,0,0,Hale,b,c,0,5713,hall,Hale,Hyde,igloo,Salomon,Hyde,B,0,Last,name,of,man,known,for,saying,"I	only	regret	that	I	have	but	one	life	to	give	for	my	country",,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,94,paradigm,runt,parachute,ideal,IDEAL,R,3,3819,idol,1400,0,0,paragon,e,e,1,2904,runt,paradigm,parachute,ideal,paragon,paragon,X,0,A,person,or,thing,characterized,as,a,perfect,example,of,a,particular,quality,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,95,Saigon,thigh,sofa,Tokyo,TOKYO,R,1,2550,seol,1471,0,0,Seoul,d,d,1,3924,Saigon,Tokyo,thigh,Seoul,sofa,Seoul,X,0,Capital,of,South,Korea,,,,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,96,prognosis,trout,professor,vision,VISION,R,1,280,premonition,2726,0,0,prophecy,d,d,1,3273,prognosis,vision,trout,prophecy,professor,prophecy,X,0,A,prediction,of,what,will,happen,in,the,future,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,97,neutralize,plain,numbing,invalidate,NUMBING,P,1,1845,nullify,1958,1,0,nullify,c,c,1,1682,invalidate,plain,nullify,numbing,neutralize,nullify,X,0,Make,of,no,use,or,value;,cancel,out,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,98,Tennyson,hum,thorny,Emerson,EMERSON,R,1,6264,thoreau,6426,1,0,Thoreau,c,c,1,1567,Emerson,hum,Thoreau,thorny,Tennyson,Thoreau,X,0,Last,name,of,American,transcendentalist,known,for,Walden,and,Civil,Disobedience,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,99,Osborne,cashew,osmosis,Booth,OSMOSIS,P,1,841,oswald,1436,1,0,Oswald,b,b,1,1851,osmosis,Oswald,Osborne,cashew,Booth,Oswald,X,0,Last,name,of,JFK's,assassin,,,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,179,ExpProc3,100,premature,hunt,precursor,advanced,ADVANCED,R,3,4745,protigy,5576,0,0,precocious,e,b,0,6306,hunt,premature,precursor,advanced,precocious,premature,B,0,Having,developed,certain,abilities,or,proclivities,at,an,earlier,age,than,usual,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,180,ExpProc4,1,obvious,milk,osteoporosis,flashy,FLASHY,R,2,2510,,3903,0,0,ostentatious,a,a,1,4978,ostentatious,osteoporosis,flashy,obvious,milk,ostentatious,X,0,Characterized,by,vulgar,or,conspicuous,display,,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,180,ExpProc4,2,heave,shade,hot,dredge,DREDGE,R,3,5995,leverage,3526,0,0,hoist,b,b,1,4813,hot,hoist,heave,shade,dredge,hoist,X,0,To,raise,into,position,by,means,of,a,pulley,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,180,ExpProc4,3,abnormality,view,anaerobic,misplacement,VIEW,U,3,536,anachrostic,4469,0,0,anachronism,b,b,1,3757,anaerobic,anachronism,abnormality,view,misplacement,anachronism,X,0,Something,out,of,keeping,with,the,time,in,which,it,exists,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,180,ExpProc4,4,presumptuous,work,pretending,gaudy,PRESUMPTUOUS,B,3,2344,presumptuous,4952,0,1,pretentious,b,b,1,5919,pretending,pretentious,presumptuous,work,gaudy,pretentious,X,0,Attempting,to,impress,by,affecting,greater,importance,or,talent,than,is,actually,possesssed,,,,,,,,,
5,Young,NotThePrime,tot not the prime,180,ExpProc4,5,Wilson,ball,wattage,Doyle,WILSON,B,1,864,Watson,2395,1,0,Watson,e,e,1,2369,ball,Wilson,wattage,Doyle,Watson,Watson,X,0,Last,name,of,Sherlock,Holmes',assistant,and,friend,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,180,ExpProc4,6,gelding,beard,goblin,puppy,GOBLIN,P,3,2363,gander,1234,0,0,gosling,d,d,1,4568,gelding,puppy,beard,gosling,goblin,gosling,X,0,A,young,goose,,,,,,,,,,,,,,,,,,,
5,Young,NotThePrime,tot not the prime,180,ExpProc4,7,hematoma,window,homeowner,contusion,CONTUSION,R,2,1626,,2715,0,0,hemorrhage,e,d,0,6926,window,hematoma,homeowner,contusion,hemorrhage,contusion,R,0,The,escape,of,blood,from,"vessels,",including,internal,and,external,bleeding,,,,,,,,,,,
